game_id,game_name,description,occasion,genre,game_type,age_group,items_needed,difficulty,duration_minutes,min_players,max_players,setup_time_minutes,cleanup_time_minutes,energy_level,venue_type,cultural_origin,rules,variations,safety_considerations,tags_keywords,cost_estimation,facilitator_required,venue_suitability,popularity_rating,customization_options,rental_availability,source_reference,feedback_summary,last_updated,dressing_style,most_popular_area
G499,Christmas Countdown Challenge,"Christmas Countdown Challenge is a timed quiz and puzzle game where teams solve holiday riddles to 'count down' to a virtual Christmas eve.",Christmas,Festive,Quiz,Adults (18+),"Quiz cards, timer, digital display",Hard,30,3,20,10,4,High,Indoor,Pan India,"Teams solve riddles and puzzles; the team that 'counts down' correctly wins.","Rounds can be segmented by difficulty.","Ensure digital tools and puzzles are secure.","quiz, puzzle, festive, competitive",0,No,"Office meeting room",4.8,"Puzzle and question customizable",No,"Traditional celebrations","Delhi"
G500,Holiday Hoopla II,"Holiday Hoopla II is a second edition of a festive ring toss game where teams compete to score the most points by landing rings on targets decorated with holiday symbols.",Christmas,Festive,Team,Adults (18+),"Festive rings, target boards",Medium,15,3,30,5,3,High,Indoor/Outdoor,Pan India,"Teams toss rings onto festive targets; highest score wins.","Different rounds and bonus points available.","Ensure rings are soft and targets are securely fixed.","ring toss, festive, competitive, fun",0,No,"Office common area",4.7,"Target setup customizable",No,"Traditional celebrations","Mumbai"
G501,Christmastide Carol Challenge,"Christmastide Carol Challenge is a festive singing contest where teams perform classic carols with a creative twist to win audience applause.",Christmas,Festive,Musical,Adults (18+),"Microphone, sound system, lyric sheets",Medium,25,2,30,10,5,Moderate,Indoor,Pan India,"Teams perform carols with a creative twist; judged on vocal quality and performance.","Can include themed rounds and duets.","Ensure proper audio setup and a safe performance area.","musical, carol, festive, competitive",0,No,"Auditorium",4.8,"Song selection customizable",No,"Traditional celebrations","Delhi"
G502,Christmas Egg Extravaganza II,"A creative twist on the traditional egg hunt, where teams search for hidden decorated eggs around the office or community space.",Christmas,Festive,Scavenger Hunt,Adults (18+),"Decorated eggs, clue cards, baskets",Medium,25,3,30,5,4,High,Indoor/Outdoor,Pan India,"Teams follow clues to find decorated eggs; most eggs collected wins.","Includes bonus rounds for unique designs.","Ensure eggs are safely decorated and non-breakable.","scavenger, festive, creative, egg hunt",0,No,"Community center",4.7,"Clue customization available",No,"Traditional celebrations","Mumbai"
G503,Secret Santa Sketch,"Secret Santa Sketch is a creative drawing game where participants illustrate hints about their secret gift giver, adding fun to the gift exchange.",Christmas,Festive,Creative,Adults (18+),"Drawing board, markers, secret gift cards",Medium,20,2,20,5,3,Low,Indoor,Pan India,"Participants draw clues about their secret Santa; correct guesses win points.","Can be played in teams or individually.","Ensure drawing materials are safe and non-toxic.","creative, fun, secret santa, festive",0,No,"Office break room",4.7,"Drawing theme customizable",No,"Corporate Culture","Delhi"
G504,Holiday Harmony Huddle,"Holiday Harmony Huddle is a team discussion game where employees share their favorite holiday memories and vote for the best stories.",Christmas,Festive,Discussion,Adults (18+),"Story cards, microphone, timer",Easy,20,3,30,5,3,Low,Indoor,Pan India,"Teams share and vote on holiday memories; the best story wins.","Can include anonymous submissions.","Ensure a respectful and supportive environment.","storytelling, motivational, festive, interactive",0,No,"Meeting room",4.8,"Discussion theme customizable",No,"Corporate Culture","Mumbai"
G505,Christmas Cone Creative,"Christmas Cone Creative challenges teams to design and build the most inventive cone structure using festive supplies, promoting creativity.",Christmas,Festive,Creative,Adults (18+),"Decorative cones, tape, markers",Medium,25,2,20,5,3,Low,Indoor,Pan India,"Teams build cone structures; judged on creativity and stability.","Themes can vary each round.","Ensure cones and supplies are safe.","creative, building, festive, competitive",0,No,"Office break room",4.7,"Design elements customizable",No,"Traditional celebrations","Delhi"
G506,Noel Networking Nook,"Noel Networking Nook is a fun speed networking game where employees share fun holiday facts and personal goals in rapid rounds.",Christmas,Festive,Networking,Adults (18+),"Timer, conversation cards",Easy,15,2,30,5,2,Low,Indoor,Pan India,"Participants rotate in quick rounds sharing holiday fun facts; builds connections.","Can be organized digitally.","Ensure a spacious, comfortable setting.","networking, fun, interactive, festive",0,No,"Office common area",4.8,"Conversation topics customizable",No,"Corporate Culture","Mumbai"
G507,Christmas Cookie Crumble,"Christmas Cookie Crumble is a timed cookie stacking challenge where teams stack cookies to build the tallest tower without collapsing.",Christmas,Festive,Sport,Adults (18+),"Cookies, stacking board, timer",Medium,15,2,20,5,3,High,Indoor,Pan India,"Teams stack cookies; stability and height determine the winner.","Variants include decorative challenges.","Ensure cookies are safe and board is stable.","stacking, fun, festive, competitive",0,No,"Office break room",4.7,"Stack height customizable",No,"Traditional celebrations","Delhi"
G508,Holiday Huddle Hoopla,"Holiday Huddle Hoopla is a team-based ring toss game using festive rings and targets, perfect for boosting energy during breaks.",Christmas,Festive,Sport,Adults (18+),"Festive rings, target boards",Medium,15,3,30,5,3,High,Indoor/Outdoor,Pan India,"Teams toss rings onto targets; points awarded for accuracy.","Can include timed rounds.","Ensure rings are soft and targets are secure.","ring toss, fun, festive, competitive",0,No,"Office common area",4.7,"Target design customizable",No,"Corporate Culture","Mumbai"
G509,Christmas Countdown Craze,"Christmas Countdown Craze is a quiz and puzzle game where teams race against the clock to answer holiday-themed questions and solve puzzles.",Christmas,Festive,Hybrid,Adults (18+),"Quiz cards, puzzle pieces, timer",Hard,30,3,20,10,4,High,Indoor,Pan India,"Teams solve puzzles and answer questions to 'count down' to Christmas; fastest score wins.","Fully modular rounds available.","Ensure puzzles are clear and safe.","hybrid, challenging, festive, fun",0,Yes,"Conference hall",4.8,"Puzzle and quiz customizable",No,"Traditional celebrations","Delhi"
G510,Holiday Hustle II,"Holiday Hustle II is a fast-paced relay where teams complete a series of fun, festive challenges to earn points, boosting holiday cheer.",Christmas,Festive,Relay,Adults (18+),"Relay batons, festive props, challenge cards",Medium,20,4,30,5,3,High,Indoor/Outdoor,Pan India,"Teams complete festive challenges in relay style; cumulative score wins.","Can include both physical and creative tasks.","Ensure all activities are safe and well-supervised.","relay, festive, energetic, fun",0,No,"Office common area",4.7,"Challenge rounds adjustable",No,"Corporate Culture","Delhi"
G511,Christmas Cheer Chant,"Christmas Cheer Chant is a group chanting game where teams recite holiday cheers in unison, spreading joy and unity.",Christmas,Festive,Musical,Adults (18+),"Microphone, lyric sheets",Easy,20,2,30,5,3,Low,Indoor,Pan India,"A leader chants a holiday cheer; teams echo it back; scored on synchronicity.","Can include competitive rounds.","Ensure a quiet, supportive environment.","musical, chant, festive, fun",0,No,"Meeting room",4.8,"Chant style customizable",No,"Traditional celebrations","Delhi"
G512,Holiday Headline Hype,"Holiday Headline Hype is a creative contest where teams create catchy holiday headlines for fictional festive news stories.",Christmas,Festive,Creative,Adults (18+),"Paper, pens, timer",Medium,20,1,20,5,2,Low,Indoor,Pan India,"Teams craft festive headlines; judged on creativity and relevance.","Themes can be updated frequently.","Ensure a respectful, fun environment.","creative, fun, festive, headline",0,No,"Office break room",4.7,"Headline format customizable",No,"Corporate Culture","Mumbai"
G513,Secret Santa Speed,"Secret Santa Speed is a rapid gift exchange game where employees quickly exchange small gifts and guess their secret giver.",Christmas,Festive,Relay,Adults (18+),"Small gifts, gift tags, timer",Medium,15,3,20,5,3,High,Indoor,Pan India,"Participants exchange gifts rapidly; correct guesses earn extra points.","Can include multiple rounds.","Ensure gifts are modest and safely wrapped.","gift exchange, relay, festive, fun",0,No,"Office common area",4.8,"Gift and tag customizable",No,"Traditional celebrations","Delhi"
G514,Holiday Hype Hoopla III,"Holiday Hype Hoopla III is a further twist on the ring toss game, incorporating digital score tracking for a modern festive challenge.",Christmas,Festive,Sport,Adults (18+),"Festive rings, digital scoreboard, target boards",Medium,15,3,30,5,3,High,Indoor/Outdoor,Pan India,"Teams toss rings onto targets; digital scores update in real-time.","Can include bonus rounds.","Ensure digital setup is secure and safe.","ring toss, digital, festive, competitive",0,No,"Office common area",4.7,"Digital interface customizable",No,"Corporate Culture","Mumbai"
G515,Christmas Creative Karaoke,"Christmas Creative Karaoke challenges teams to perform a lip-sync rendition of a popular holiday song with creative props.",Christmas,Festive,Musical,Adults (18+),"Microphone, sound system, festive props",Hard,25,2,30,10,5,High,Indoor,Pan India,"Teams perform a lip-sync; judged on creativity and performance.","Can include themed rounds.","Ensure stage and equipment are safe.","musical, karaoke, festive, creative",0,No,"Auditorium",4.8,"Performance theme customizable",No,"Corporate Culture","Delhi"
G516,Holiday Hoopla III,"Holiday Hoopla III (Alternate Entry) is a cooperative game where teams pass a decorated hoop without breaking the circle, emphasizing unity.",Christmas,Festive,Relay,Adults (18+),"Festive hoops, markers",Easy,15,3,30,5,3,High,Indoor/Outdoor,Pan India,"Teams keep a decorative hoop moving in a circle; group effort wins.","Variations include musical rounds.","Ensure hoop is soft and area is safe.","cooperative, festive, relay, fun",0,No,"Office courtyard",4.7,"Hoop design customizable",No,"Traditional celebrations","Mumbai"
G517,Christmas Countdown Craze II,"A second edition of Christmas Countdown Craze with more challenging puzzles and rapid-fire trivia about holiday lore.",Christmas,Festive,Hybrid,Adults (18+),"Quiz cards, puzzle pieces, timer",Hard,30,3,20,10,4,High,Indoor,Pan India,"Teams solve puzzles and answer rapid-fire holiday questions; cumulative score wins.","Fully modular rounds available.","Ensure puzzles and quiz questions are clear.","hybrid, challenging, festive, fun",0,No,"Conference hall",4.8,"Module customizable",No,"Traditional celebrations","Delhi"
G518,Holiday Head-to-Head,"A competitive one-on-one game where employees face off answering holiday-themed questions in a rapid-fire format.",Christmas,Festive,Quiz,Adults (18+),"Quiz cards, buzzer, scoreboard",Hard,20,2,10,5,3,Low,Indoor,Pan India,"Two participants compete head-to-head; fastest correct answer wins each round.","Can include bonus rounds.","Ensure questions are fair and timed properly.","quiz, competitive, festive, fun",0,No,"Meeting room",4.7,"Question set customizable",No,"Corporate Culture","Mumbai"
G519,Secret Santa Pictionary,"Secret Santa Pictionary is a drawing game where teams illustrate holiday words related to gift-giving and festive traditions.",Christmas,Festive,Creative,Adults (18+),"Whiteboard, markers, timer",Medium,25,2,30,10,4,Moderate,Indoor,Pan India,"Teams draw holiday-related words; others guess within a time limit.","Can include team rounds.","Ensure whiteboard and markers are available and safe.","creative, fun, festive, pictionary",0,No,"Office break room",4.8,"Drawing themes customizable",No,"Corporate Culture","Delhi"
G520,Holiday Harmony Hurdles II,"Holiday Harmony Hurdles II is a relay race with festive hurdles and bonus points for synchronized teamwork during the holiday season.",Christmas,Festive,Relay,Adults (18+),"Hurdles, festive markers, timer",Medium,15,4,20,5,3,High,Outdoor,Pan India,"Teams race over festive hurdles; scored on speed and synchronicity.","Can include both individual and team modes.","Ensure hurdles are padded and safe.","relay, festive, competitive, fun",0,No,"Office lawn",4.7,"Hurdle customization available",No,"Traditional celebrations","Delhi"
